,ds,y
254,2020-02-10,2777.853098999999
255,2020-02-11,2753.1868200000004
256,2020-02-12,3130.6945720999997
257,2020-02-13,1789.9612392
258,2020-02-14,2495.8360452
259,2020-02-15,1408.2259681
260,2020-02-16,3157.311626
261,2020-02-17,2815.3252092
262,2020-02-18,3179.415501799999
263,2020-02-19,2591.7422469
264,2020-02-20,2349.5418591999996
265,2020-02-21,940.5476738
266,2020-02-22,1745.8197668
267,2020-02-23,2518.066278
268,2020-02-24,2373.5984484
269,2020-02-25,2669.1333319999994
270,2020-02-26,1950.8934095000002
271,2020-02-27,1764.2391462999997
272,2020-02-28,1397.3988363
273,2020-02-29,1737.0744175999998
274,2020-03-01,2806.0410836999995
275,2020-03-02,2897.206587999999
276,2020-03-03,2751.296897699999
277,2020-03-04,2321.289146
278,2020-03-05,2762.6368200999996
279,2020-03-06,3076.9740297999997
280,2020-03-07,2190.7558129000004
281,2020-03-08,2736.5620135
282,2020-03-09,1827.6635650999997
283,2020-03-10,2089.6604639999996
284,2020-03-11,1435.1976736
285,2020-03-12,2384.6499991
286,2020-03-13,1714.7802316000002
287,2020-03-14,2334.0058123999993
288,2020-03-15,2224.7732545
289,2020-03-16,2085.2387585
290,2020-03-17,2682.1697662999995
291,2020-03-18,1523.7408964999997
292,2020-03-19,3289.0631768999992
293,2020-03-20,2558.0759677000005
294,2020-03-21,2037.2209293000003
295,2020-03-22,2848.517052700001
296,2020-03-23,2975.5577501
297,2020-03-24,3712.7294554
298,2020-03-25,3641.7112382000014
299,2020-03-26,3728.5841063
300,2020-03-27,2650.6170526
301,2020-03-28,3720.8015484000002
302,2020-03-29,6133.191469200001
303,2020-03-30,4701.7422452
304,2020-03-31,4402.843408299999
305,2020-04-01,4331.475191700002
306,2020-04-02,5284.2251907
307,2020-04-03,5292.587981400002
308,2020-04-04,2879.1720919
309,2020-04-05,5056.8589124
310,2020-04-06,5912.7116251
311,2020-04-07,5504.932942499999
312,2020-04-08,5276.4755789
313,2020-04-09,6042.795343400003
314,2020-04-10,5008.808137300001
315,2020-04-11,3649.5282923
316,2020-04-12,3702.9279049999996
317,2020-04-13,6101.221314499999
318,2020-04-14,7255.1453270999955
319,2020-04-15,5619.4170515
320,2020-04-16,5797.070927399998
321,2020-04-17,5845.984105399999
322,2020-04-18,4522.741858499999
323,2020-04-19,7500.255034299998
324,2020-04-20,6206.2251904999985
325,2020-04-21,5830.225578100001
326,2020-04-22,5048.1775161
327,2020-04-23,4837.658524400001
328,2020-04-24,3529.6624012999996
329,2020-04-25,2862.3236423000003
330,2020-04-26,5270.9015474
331,2020-04-27,7223.5554224
332,2020-04-28,6784.6437951000025
333,2020-04-29,5679.673252900002
334,2020-04-30,3491.4457345
335,2020-05-01,3388.556199699999
336,2020-05-02,3745.2422460000003
337,2020-05-03,4938.849997100001
338,2020-05-04,5843.9368186
339,2020-05-05,5820.489919600001
340,2020-05-06,4690.1782920000005
341,2020-05-07,3381.8196583
342,2020-05-08,2837.817440099999
343,2020-05-09,3475.0453470000007
344,2020-05-10,3790.5375953000002
345,2020-05-11,4124.1910831000005
346,2020-05-12,4673.0728653999995
347,2020-05-13,5817.026741099998
348,2020-05-14,5189.953485599998
349,2020-05-15,3302.9015487
350,2020-05-16,2906.9449597
351,2020-05-17,3984.8810061
352,2020-05-18,5489.352787499999
353,2020-05-19,4032.1604626
354,2020-05-20,4418.315889
355,2020-05-21,4301.550997800001
356,2020-05-22,4148.4436241
357,2020-05-23,3315.4271301999997
358,2020-05-24,3717.4379818
359,2020-05-25,4578.927517499999
360,2020-05-26,3741.8964681999996
361,2020-05-27,3699.2116262000004
362,2020-05-28,3930.9046490999995
363,2020-05-29,2858.5100756999996
364,2020-05-30,2744.6662779000003
365,2020-05-31,4239.3162768
366,2020-06-01,2364.0833321
367,2020-06-02,14629.12402729999
368,2020-06-03,9066.146508699996
369,2020-06-04,4060.7666652
370,2020-06-05,4342.428680000001
371,2020-06-06,2539.5279060000003
372,2020-06-07,3762.9232542000013
